input,reference,decoded1,decoded2,decoded3
chhetthari,छेत्री,छेत्थरी,छेत्तरी,छेत्थाी
chhetthri,छेत्री,छेत्तरी,छेत्ररी,छेट्तरी
chai,छै,चायी,चाईी,चाय
chhai,छै,छाई,छाय,छाइ
chhe,छै,छे,छी,छि
jagaega,जगाएगा,जगाएगा,जगेएगा,जगैएगा
jagayega,जगाएगा,जगाएगा,जगायगा,जगाएग
jaghaega,जगाएगा,जगाएगा,जघाएगा,जगागगा
jgaayega,जगाएगा,जगाएगा,जगायगा,जगाईगा
jgayegaa,जगाएगा,जगाएगा,जगायगा,जगाईगा
jajaon,जजों,जजाओं,जााओं,जज्ओं
jajon,जजों,जाजों,जजजों,ज़जों
jad,जड़,जाद,जाड,जडद
jadd,जड़,जद्द,जड्द,जा्द
jaddit,जड़ित,जद्दित,जद्दीत,जा्दित
jadeite,जड़ित,जादेते,जाडेते,जडदेते
jadet,जड़ित,जादेत,जादेट,जादित
jadit,जड़ित,जादित,जददित,जडदित
jadein,जड़ें,जादें,जाडें,जडदें
jaden,जड़ें,जादें,जाडें,जादेन
jatara,जतरा,जतारा,जतररा,जाारा
jatra,जतरा,जतरा,जारा,जत्ा
jataati,जताती,जताती,जटाती,जााती
jatatee,जताती,जताती,जटाती,जत्ती
jatati,जताती,जताती,जटाती,जततती
janagananaa,जनगणना,जनगनना,जनगाना,जनगणना
janaganna,जनगणना,जनगंना,जनगनना,जनगाना
jangadnaa,जनगणना,जांगड़ना,जंंगड़ना,जांगड़ाा
janganana,जनगणना,जांगना,जांगनन,जंंगना
janganna,जनगणना,जांगना,जंंगना,जानगना
janajagran,जनजागरण,जनजग्रण,जनजग्रन,जनजगररण
janjaagran,जनजागरण,जनजाग्रण,जनजाग्रन,जंजाग्रण
janjagran,जनजागरण,जनजग्रण,जनजा्रण,जनजग्रन
january,जनवरी,जनुर्य,जनुआ्य,जन्र्य
janahaani,जनहानि,जनहानी,जनहानि,जनाानी
janahani,जनहानि,जनहानी,जनहानि,जनाानी
janhaani,जनहानि,जनहानी,जन्ानी,जनहानि
janhani,जनहानि,जनहानी,जाहानी,जनहानि
jnhaani,जनहानि,जन्हानी,जनहहानी,जन्हानि
jamaate,जमाती,जमाते,जााते,ज़ाते
jamaati,जमाती,जमाती,जााती,जमाति
jamati,जमाती,जमती,जमाी,जाती
jamaaya,जमाया,जमाया,जााया,जमाएा
jamaeya,जमाया,जमाएया,जमाइया,जमाईया
jamaya,जमाया,जमाया,जााया,ज़ाया
jamayaa,जमाया,जमाया,जााया,जमयया
jamuai,जमुई,जमुई,जमूई,जाुई
jamuei,जमुई,जमूई,जमुई,जाूई
jamui,जमुई,जमुई,जमूई,जाुई
jai,जय,जाई,जाय,जैई
jay,जय,जाय,जेय,जयय
jaidayal,जयदयाल,जयदायल,जैदायल,जयदययल
jayadayal,जयदयाल,जयदयाल,जयदााल,जयायाल
jaydayal,जयदयाल,जयदायल,जयदययल,जादायल
jaibaan,जयबाण,जैबान,जयबान,जाबान
jaiban,जयबाण,जैबन,जैबा,जयबन
jaybaan,जयबाण,जयबान,जयबाण,जाबान
jayalalita,जयललिता,जयलालिता,जालालिता,जयाालिता
jayalalitaa,जयललिता,जयलालिता,जयलालीता,जालालिता
jayalalithaa,जयललिता,जयलालिता,जयलालिथा,जयलालीता
jaylalita,जयललिता,जयलालिता,जयलालीता,जालालिता
jarakh,जरख,जरख,जरा,जरक
zarakh,जरख,अरख,आरख,अरक
jarda,जर्दा,जर्दा,जरददा,जरडदा
jardaa,जर्दा,जरदा,जर्ा,जादा
zarda,जर्दा,अरदा,अर्ा,आरदा
jalagati,जलगति,जलगती,जलगति,जलाती
jalgati,जलगति,जलगती,जलगति,जलगाी
jalgti,जलगति,जलगती,जलगति,जलगटी
jalte,जलते,जलते,जाते,जल्े
jalbharav,जलभराव,जलभाराव,जलभरराव,जलभार्व
jalbhraav,जलभराव,जलभ्राव,जलभरराव,जलभाराव
jalbhrav,जलभराव,जलभ्रव,जलभारव,जलभ्रा
jalvaayu,जलवायु,जलवायु,जलवायू,जलवाय
jalvayu,जलवायु,जलवायु,जलवायू,जलवययु
jalesar,जलेसर,जलेसर,जलेशर,जाेसर
jasmeet,जसमीत,जसमीत,जस्ीत,जामीत
jasmit,जसमीत,जसमित,जस्ित,जसमीत
jassee,जस्सी,जसी,जस्,जसस
jassi,जस्सी,जस्सी,जसससी,जसीसी
jamaanaa,ज़माना,जमाना,जााना,ज़ाना
jamana,ज़माना,जमाना,जााना,जमान
zamaanaa,ज़माना,अमाना,अम्ना,अममना
zamana,ज़माना,अमाना,अमान,आमाना
jaljale,ज़लज़ले,जलजाले,जलजलले,जल्ाले
